bug_id,creation_date,component_name,product_name,short_description,long_description,reporter_name,resolution_category,status_category,bug_fix_time,severity_category,results
LIBREOFFICE-43424,01-12-11,Writer,LIBREOFFICE,: LO Crashes while Comparing an Empty Document with Another Document,"PLO crashes when I tried accidentally to compare an empty document with a chapter of the LO Writer manual. 

In order to reproduce:

[1] Download Chapter 1 of the LibreOffice Writer Guide and save it to your computer. I used  the version for branch 3.4.x. (http://wiki.documentfoundation.org/Documentation/Publications)
[2] Start LO.
[3] Open a new text document.
[4] From the menu: Edit > Compare Document...
[5] Select the file saved at step [1]. With my ancient Computer I have to wait some seconds then LO crashes.

3 hints:
- LO does not crash when I added a single character to the new document.
- LO does not crash when I compared the empty file with some documents I created. 
- After the crash a recovery is successful. 

Regards
Harald
          
Browser: Mozilla/5.0 (Windows U Windows NT 5.1 de rv:1.9.2.24) Gecko/20111103 Firefox/3.6.24",harald.koester,fixed,resolved,159,normal,0
HAL-10053,21-02-07,hald,HAL,Add software Bluetooth on/off for IBM laptops,"From bug #8570:
---8<---
On thinkpads with ibm-acpi (http://ibm-acpi.sourceforge.net/) loaded you can
control bluetooth with:

echo enable > /proc/acpi/ibm/bluetooth
echo disable > /proc/acpi/ibm/bluetooth

There are also similar methods for the WLAN and WWAN modules.
---8<---",bugzilla,fixed,resolved,377,normal,0
POPPLER-43441,01-12-11,cairo backend,POPPLER,rendered line is too thin,"Created attachment 54044
the pdf file causing problem

poppler 0.18.1 evince 3.2.1 and pdf renders improperly one of the lines. the pdf causing problem and appropriate screenshot are attached.

checked with poppler 0.16 and evince 3.0 - the file is rendered ok.",wrobell,fixed,resolved,50,normal,0
FREEDESKTOP.ORG-17909,04-10-08,Account Modification Requests,FREEDESKTOP.ORG,please update my GPG key,"Created attachment 19377
my current GPG public key

I don't know what GPG key I have on my fd.o account currently if any but apparently it isn't the one I'm actually using.

Please set the account jamey to use GPG key 0E08F665. Thanks!",jamey,fixed,resolved,7,normal,0
LIBREOFFICE-70345,10-10-13,Libreoffice,LIBREOFFICE,[FILESAVE] I/O ERROR when saving document on a network file.,"Created attachment 87395
first error display

Hello

The file not being saved is simple_file_save_ko.ods and theprinted error are: 
first_error.jpg and second_error.jpg.

The bug is when I double-clik on this network file and change the content the firs_error.jpg appears two times and the second_error.jpg appears one time.

I think the problem come from this commit:

http://cgit.freedesktop.org/libreoffice/core/commit/?id=6523f78456c9f78fb842b7215eb84a96f4e92472&h=libreoffice-4-0-5

In found a backport here which it worked and solved the problem:

http://cgit.freedesktop.org/libreoffice/core/commit/sfx2/source/doc/docfile.cxx?h=libreoffice-4-1-2&id=0c2206081de38a41597aadfb2255540d6308be63


Can you backport the commit for the 4.0.6 rc2 or the final 4.0.6?

It's very important

Thanks.",matthieu.gay,fixed,resolved,288,major,2
MESA-88207,08-01-15,Drivers/DRI/i965,MESA,[hsw] GPU HANG: ecode 0:0x84dfbffe in cubestorm [28178] reason: Ring hung action: reset,"Created attachment 111965
i915_error_state

Jan  8 16:31:37 t44 kernel: [53157.198509] [drm] stuck on render ring
Jan  8 16:31:37 t44 kernel: [53157.200517] [drm] GPU HANG: ecode 0:0x84dfbffe in cubestorm [28178] reason: Ring hung action: reset
Jan  8 16:31:37 t44 kernel: [53157.200525] [drm] GPU hangs can indicate a bug anywhere in the entire gfx stack including userspace.
Jan  8 16:31:37 t44 kernel: [53157.200530] [drm] Please file a _new_ bug report on bugs.freedesktop.org against DRI -> DRM/Intel
Jan  8 16:31:37 t44 kernel: [53157.200535] [drm] drm/i915 developers can then reassign to the right component if it's not a kernel issue.
Jan  8 16:31:37 t44 kernel: [53157.200540] [drm] The gpu crash dump is required to analyze gpu hangs so please always attach it.
Jan  8 16:31:37 t44 kernel: [53157.200546] [drm] GPU crash dump saved to /sys/class/drm/card0/error
Jan  8 16:31:43 t44 kernel: [53163.197060] [drm] stuck on render ring
Jan  8 16:31:43 t44 kernel: [53163.198133] [drm] GPU HANG: ecode 0:0x84dfbffe in cubestorm [28178] reason: Ring hung action: reset",toralf.foerster,fixed,resolved,63,normal,0
LIBREOFFICE-61516,26-02-13,Libreoffice,LIBREOFFICE,FEAT_FSYS_DOUBLESPEED removal ...,"It appears we define this macro in tools un-conditionally we should remove it and the #ifdef / #endif lines that refer to it - now that would be a Feat :-)

Thanks ! :-)",michael.meeks,fixed,resolved,6,normal,0
FONTCONFIG-7754,03-08-06,library,FONTCONFIG,#warning is not portable,"#warning is a feature of gcc. It's not standard C.
That's why fcfreetype.c does not compile with the standard HP-UX 11 compiler:
 4052: Unknown preprocessing directive.

It does not compile with MIPSpro 7.7.4 or with the SunOS 5.6 compiler either.",j.abt,fixed,resolved,29,normal,0
XORG-17358,29-08-08,Server/DDX/Xorg,XORG,server stuck in damageDestroyPixmap,"Created attachment 18583
gdb backtrace

From times to times (around once a week maybe more) the server just stop
responding when a window is closed.
gdb from remote session shows that the server is spinning forever in damageDestroyPixmap:

        while ((pDamage = *pPrev))
        {
            damageRemoveDamage (pPrev pDamage)
            if (!pDamage->isWindow)
                DamageDestroy (pDamage)
        }

the graphic stack is a git master checkout from 26 August 2008
using the radeon driver and compiz.

a gdb bt full backtrace is attached.",mathieu.berard,fixed,resolved,249,normal,0
XORG-61733,03-03-13,Driver/intel,XORG,sse4.1 sse4.2 not detected,"My CPU supports sse4.1 and sse4.2 but driver from git doesn't detect it

CPU: x86-64 sse2 sse3 ssse3",js314592,fixed,resolved,0,normal,0
SPICE-28088,13-05-10,server,SPICE,video streaming on non-primary surfaces is not handled correctly,"1) The video streaming identification ignores the surface id.
2) all the streams are drawn on the primary surface even if they do not belong to it.",yhalperi,fixed,resolved,103,normal,0
MESA-31830,21-11-10,Drivers/Gallium/r300,MESA,[bisected] broken shadows in Unigine Sanctuary and Lightsmark,"Created attachment 40467
screenshot

With latest mesa git shadows in Unigine are broken again. This is with shaders set to low or medium (high works fine).

commit 8833f53e659e079e7ab74bb9197f9b44b1eeefe0
Author: Tom Stellard 
Date:   Wed Nov 10 21:34:18 2010 -0800

    r300/compiler: Enable rename_reg pass for r500 cards
    
    In addition the rename_reg pass has been rewritten to use
    rc_get_readers().


Workaround is RADEON_DEBUG=noopt.",pavel.ondracka,fixed,resolved,76,normal,0
DRI-28840,30-06-10,DRM/Intel,DRI,[regression] kernel ooops in i915_gem_do_execbuffer when run urbanterror,"Created attachment 36622
xorg.0.log

System Environment:
--------------------------
Arch:          i386
Platform:      pineview
Libdrm:         (master)726210f87d558d558022f35bc8c839e798a19f0c
Mesa:           (master)006d02a91108971f52b231b83504bad9a25fadf8
Xserver:        (master)xorg-server-1.8.99.903
Xf86_video_intel:      (master)17884af4eda01c05e7429ed6a195f3e4ceeff892
Kernel: v2.6.35-rc2

Bug detailed description:
-------------------------
The phoronix test case urbanterror run on Pineview will have a kernel ooops and the gpu is also hang with the newest kernel(v2.6.35-rc2). It works well with v2.6.35-rc1. And it works well on Piketon.  

Its output on screen is 
Message from syslogd@x-pnv2 at Jun 30 14:40:00 ...
 kernel:Oops: 0000 [#1] SMP

Message from syslogd@x-pnv2 at Jun 30 14:40:00 ...
 kernel:last sysfs file: /sys/devices/LNXSYSTM:00/LNXSYBUS:00/PNP0A08:00/device:01/PNP0C09:00/PNP0C0A:00/power_supply/BAT1/present

Message from syslogd@x-pnv2 at Jun 30 14:40:00 ...
 kernel:Process ioUrbanTerror.i (pid: 1994 ti=f5fba000 task=f5e71900 task.ti=f5fba000)

Message from syslogd@x-pnv2 at Jun 30 14:40:00 ...
 kernel:Stack:

Message from syslogd@x-pnv2 at Jun 30 14:40:00 ...
 kernel:Call Trace:

Message from syslogd@x-pnv2 at Jun 30 14:40:00 ...
 kernel:Code: 45 d4 eb 4e 8b 55 a4 8b 04 b2 8b 50 50 8b 40 38 c7 85 6c ff ff ff 00 00 00 00 89 85 68 ff ff ff 8b 45 c0 f6 40 20 01 74 0f 31 c0  42 69 30 0f 95 c0 89 85 6c ff ff ff 8b 85 68 ff ff ff 31 d2

Message from syslogd@x-pnv2 at Jun 30 14:40:00 ...
 kernel:EIP: [] i915_gem_do_execbuffer+0x867/0xe24 [i915] SS:ESP 0068:f5fbbd98

Message from syslogd@x-pnv2 at Jun 30 14:40:00 ...
 kernel:CR2: 0000000000000069

Reproduce steps:
----------------
1. xinit & 
2. phoronix-test-suite run urbanterror",jian.j.zhao,fixed,closed,5,normal,0
SYSTEMD-78082,29-04-14,general,SYSTEMD,dhcp-packet.c: UDP checksum calculation on Big Endian systems invalid ?,"It seems the algorithm in dhcp_packet_checksum produced invalid checksums on BE systems (e.g. Powerpc).

I guess from other implementations the overflow part of the algorithm is the cause.

Yet this produces invalid UDP packets on Big endian machines.",th.ritter,fixed,resolved,50,normal,0
WAYLAND-101557,22-06-17,libinput,WAYLAND,libinput fails to compile on systems without restorecon,"I get this debug output trying to compile libinput now on a debian system that does not have restorecon

ninja: Entering directory `build'
[0/1] Installing files.
Restoring SELinux context on //opt/lib/i386-linux-gnu/libinput.so.10.13.0
/srcbuild/libinput/src/libinput-restore-selinux-context.sh: 10: /srcbuild/libinput/src/libinput-restore-selinux-context.sh: restorecon: not found",bluescreen_avenger,fixed,resolved,1,normal,0
XORG-22827,17-07-09,Driver/nVidia (proprietary),XORG,X crashes after upgrade.,"I upgraded my slackware to the current version (current ver from Thu Jul 16 19:25:26 CDT 2009) 
Now when I try to run 'gkrellm -s remote_host_ip' I getting total X crash (X reset to the login window).

this line occur when I try to run gkrellm with '-s' option:
X: pixman-region.c:1113: pixman_region_intersect: Assertion `pixman_region_selfcheck (reg1)' failed.

Before this update all were fine (my previous slackware current update was from Sat Jul 11 18:31:32 CDT 2009)

Logs xorg conf in attachment.

software:
pixman-0.15.16
xorg-server-1.6.2

Greetings",tomekk,fixed,resolved,55,normal,0
XORG-12600,27-09-07,Lib/Xfont,XORG,off-by one in catalogue.c,"Date: Fri 21 Sep 2007 23:28:43 +0200
From: Joerg Sonnenberger 
To: xorg_security@x.org
Subject: Off-by-one in libXfont-1.3.1

Hi
the update from libXfont-1.3.0 to 1.3.1 changed catalogue.c to
NUL-terminate the buffer passed to readlink. This is not correct if
readlink writes exactly sizeof dest bytes as it writes exactly one byte
after the limit. The old code was not vulnerable as it copied to a newly
allocated buffer of the right size.

This code should be somewhat reorganised to use asprintf/snprintf and
making it a lot more readable but that is a visual matter independent
of the actual issue.",matthieu.herrb,fixed,resolved,0,normal,0
XORG-23735,06-09-09,Driver/Radeon,XORG,KMS Radeon - DDX not works on RS690,"Created attachment 29260
xorg.log

KMS is loaded fine only when I try run Xorg then it enter to endless loop 'changing resolution' or something until I press power on button... Then system shutdown X and fb work fine until is laptop switch off.
OS: Kubuntu karmic x86_64 + tested with git ddx.",david,fixed,resolved,29,major,2
XKEYBOARD-CONFIG-85114,16-10-14,General,XKEYBOARD-CONFIG,Some patches regarding default,,ran234,fixed,resolved,7,normal,0
LIBREOFFICE-33746,31-01-11,Documentation,LIBREOFFICE,WIKIHELP LOCALHELP item Split Cells not valid for CALC,"Created attachment 42736
the help item

The help for Calc gives an explanation for dividing cells that only applies to Writer.
The attachment shows the dutch text I am sorry that I haven't been able to get the english version.",osc,fixed,resolved,505,normal,0
MESA-102578,07-09-17,Drivers/Vulkan/intel,MESA,[Vulkan CTS] crashes in some dEQP-VK.wsi.wayland.* tests,"Created attachment 134039
Valgrind output of dEQP-VK.wsi.wayland.incremental_present.scale_none.fifo.incremental_present

Mesa HEAD: 6d9d6071ee961acc82543b321764a0ffec8cd39a
Wayland HEAD: 3ea73cba0446886632cd24442203fda47cb3c220
Linux distro: Debian Testing
Vulkan CTS: any of vulkan-cts-1.0.2.6-rc* branches.

Testing Vulkan CTS I found segmentation faults on some tests under dEQP-VK.wsi.wayland.* category. Attached is a valgrind output of the execution of one of these tests.

deqp-vk/wsi/wayland/incremental_present/scale_none/fifo/reference:
crash
deqp-
vk/wsi/wayland/incremental_present/scale_none/fifo_relaxed/incremental_
present: crash
deqp-
vk/wsi/wayland/incremental_present/scale_none/fifo_relaxed/reference:
crash
deqp-
vk/wsi/wayland/incremental_present/scale_none/immediate/incremental_pre
sent: crash
deqp-vk/wsi/wayland/incremental_present/scale_none/immediate/reference: 
crash
deqp-
vk/wsi/wayland/incremental_present/scale_none/mailbox/incremental_prese
nt: crash
deqp-vk/wsi/wayland/incremental_present/scale_none/mailbox/reference:
crash
deqp-vk/wsi/wayland/surface/query_formats: crash
deqp-vk/wsi/wayland/surface/query_formats2: crash
deqp-vk/wsi/wayland/swapchain/create/clipped: crash
deqp-vk/wsi/wayland/swapchain/create/composite_alpha: crash
deqp-vk/wsi/wayland/swapchain/create/image_array_layers: crash
deqp-vk/wsi/wayland/swapchain/create/image_extent: crash
deqp-vk/wsi/wayland/swapchain/create/image_format: crash
deqp-vk/wsi/wayland/swapchain/create/image_sharing_mode: crash
deqp-vk/wsi/wayland/swapchain/create/image_usage: crash
deqp-vk/wsi/wayland/swapchain/create/min_image_count: crash
deqp-vk/wsi/wayland/swapchain/create/pre_transform: crash
deqp-vk/wsi/wayland/swapchain/create/present_mode: crash
deqp-vk/wsi/wayland/swapchain/get_images/incomplete: crash
deqp-vk/wsi/wayland/swapchain/modify/resize: crash
deqp-vk/wsi/wayland/swapchain/render/basic: crash
deqp-vk/wsi/wayland/swapchain/simulate_oom/clipped: crash
deqp-vk/wsi/wayland/swapchain/simulate_oom/composite_alpha: crash
deqp-vk/wsi/wayland/swapchain/simulate_oom/image_array_layers: crash
deqp-vk/wsi/wayland/swapchain/simulate_oom/image_extent: crash
deqp-vk/wsi/wayland/swapchain/simulate_oom/image_format: crash
deqp-vk/wsi/wayland/swapchain/simulate_oom/image_sharing_mode: crash
deqp-vk/wsi/wayland/swapchain/simulate_oom/image_usage: crash
deqp-vk/wsi/wayland/swapchain/simulate_oom/min_image_count: crash
deqp-vk/wsi/wayland/swapchain/simulate_oom/pre_transform: crash
deqp-vk/wsi/wayland/swapchain/simulate_oom/present_mode: crash",siglesias,fixed,resolved,246,normal,0
FREEDESKTOP.ORG-13488,02-12-07,Wiki,FREEDESKTOP.ORG,DRI Wiki Maintainance,"I need some assistance to migrate DRI wiki to Moin-1.6 beta. See the thread http://lists.freedesktop.org/archives/xorg/2007-November/030643.html for more context.

I already made a backup of all wiki content /srv/dri.freedesktop.org/moin I removed all dangling spam content from the data storage and I installed Moin-1.6 beta on /srv/dri.freedesktop.org/moin-1.6. The data storage format didn't change so the only thing necessary would be:

1. To replace the line

  PythonPath ['/srv/dri.freedesktop.org/moin']+sys.path

by

  PythonPath ['/srv/dri.freedesktop.org/moin''/srv/dri.freedesktop.org/moin-1.6/lib/python2.4/site-packages']+sys.path

to use the moin-1.6.

2. Replace /srv/dri.freedesktop.org/moin/wikiconfig.py by /srv/dri.freedesktop.org/moin/wikiconfig.py-for-moin-1.6 

3. Perhaps some more tweaking...",jfonseca,fixed,resolved,44,normal,0
